1,"Again,,again,不 只 今天,接近 夏天 氣溫 簡直 快 發瘋,被 太 多 事情 壓著,焦慮 到 不行,做 完 一堆 事 後面 還有 一堆 問題 要 解決,對 未來 每 一天 感到 害怕"
1,"想 死 念頭 每天晚上 在 腦子裏 作響,怎麼 死,如何 去 死,想 不 知道 幾遍,但 又給 自己 很多 理由,讓 房東 添麻煩,讓 爸媽 傷心,就是 無法 決定 什麼 時候 死,就是 怕死 吧,但 真的 受不了 每天 這樣 折磨,覺得 累壞,整個 人 被 扯爛,被 丟在 地上 爛成 碎片,真 希望 自己 有 衝動,不用 再 那麼 苦"
1,"只好 暫時 躲 在 廁所,靜靜的 哭,但是 等 一下 還是 得 走 出去 回 辦公室,明天 也 要 上班,後天 也 要 上班,上班 跟 憂鬱症 像 麻花 繩 把 我 緊緊 纏 死 在 其中,明明 外面 大 太陽 啊,為 什麼 我 世界 卻是 世界末日,人 可以 救 我,我 真的 很想 長眠 在 只有 毛 小孩 們 任何 其他人 地方,可是 聽說 吃藥 不會 死,只會 洗胃 洗 很 痛苦,上吊,喝 農藥,自殘 我 又 可笑 那個 勇氣,大家 在 忙,人有 辦法 當我 浮木拉 我 一把,我 很 喜歡 睡覺,從 生病 前 很 喜歡,所以 我 好 想 睡 睡 這麼 靜靜的 走,辦公室 抽屜 也 囤 很多 藥,但 死不了 又 會 被 人 不 識相 救活,討厭 有人 在 我 身邊 發出聲音,電話響 我 心悸,想 殺 所有 我 認為 干擾 到 我 人,現在 失控 打字 哭泣,我 知道 我待會 還是 會 若無其事 坐 到 下班,可是 明天 呢,後天 呢,這 幾十年 呢,逃得 和尚 逃不了 廟,幾個 月 來 好 狀況 此刻 全部 徹底 崩壞,被 憂鬱症 淹沒,想想 實在 可笑,虧 我還 這麼 努力 認真 生活 幾個 月 呢,另外,看到 最近 板上 有 很多 版友 想考 公職,我 很 想 說 公職 不是 天堂,我 進來 幾年,我 發病 幾年,機關 裡 認識 因 由於 跳樓 死亡 也 有,明明 昨天 還在 電梯 打招呼,壓力 太 大 喝酒 鬧事 上 警局 謊稱 自己 殺了人 也 有,還有 直接 在 公文 上 打 說 我 就是 賤貨 有種 去 檢舉 我,後面 還 附上 檢舉 電話,還有 會到 各組 室 唱國歌,罵 大家 不 愛國,全部 發生 在 同一個 機 管內,只是 想 跟 各位 版友 分享,公家機關 真的 跟 以前 不 一樣,尤其 有 生病,非常容易 被 一堆 骯髒 事 骯髒 人 觸發 到 發病 發個 不停,像 我 現在 一樣,請 不要 問我 在 哪個 機關 工作,我 不 方便 說,我 不是 想 摸魚,我 只是,真的 必須 要 發洩 一下 才 有 辦法 走 出去 繼續 上班,謝謝 大家 讓 我 浪費 版面,我,繼續 去 戰鬥"
1,"唉 鬱 期 又 開始,上個 禮拜 才 開心 加簽 很 喜歡 課,今天 已經 力氣 去 上,為 什麼 會 這麼 累,已經 睡 很多 但 怎麼 睡 不夠,怎麼 提不起 勁,積了 好多 進度 沒讀,要 怎麼 再 繼續前進,昨天 看到 路邊 狗狗 好 想 去 抱抱 牠 們,在 臺北 根本 沒 機會 跟 小 動物 接觸,只有 一堆 人 跟 討厭 事,人 人 距離 太 遙遠,擁抱 多麼 困難,好 想家裡 狗狗 們,我 好 累 我要 睡,,Sent,,JPTT,,my,Asus,ASUS _ Z00AD"
1,"不 曉得 現在 自己 應該 要 怎麼 面對 家人,目前 自己 在 外面 念書,家裡 學校 大概 距離 150 公里 左右,從 這個 學期 開學 到 現在 沒 回家 過,一是 麻煩,二是 不 知道 要 怎麼 跟 說話,對 我 不好,只是 我 不 知道 要 怎麼,要 怎麼 告訴 我 現在 狀況,說 說 我 自己 好,上個 學期 連續 兩個 月 莫名 抗拒 出門,進食,對 什麼 事情 動力,目前 時好時壞 狀態,上 學期 因為 抗拒 出門 關係,連課 沒 去 上,理所 張然 被 二 一,這 學期 告訴 自己 要 好好 努力,認真 上課,卻 在 上個月 開始 又 抗拒 出門 進食,剛炸 好 雞排 擺在 眼前 竟然 一點 不想 吃,期中考 到,我還 不 知道 要 怎麼辦,到底 該不該 去 考,這些 我 不敢 告訴 家人,怕 擔心,怕 被 罵,怕 自己 不 符合 期待,怕 自己 能力 不足 所以 讓 失望,怕 自己 這樣 狀況 對 來說 只是 我 一時 懶惰 藉口,不 知道 要 怎麼 開口,對於 家人 期望 關心,這些 期望 關心 好像 變成 壓力 壓在 自己 身上,好不容易 恢復正常 家庭 關係,會 不會 因為 我 關係,然後 再次 崩塌,我 不 知道,甚至 不 知道 自己 未來 該 怎麼辦,這樣 子 我 真的 有 辦法 繼續 扮演 好 女兒 角色 嗎,先 前提 過因 為 抗拒 出門,所以 我 幾乎 回老家,在 剛剛 爸爸 打電話 告訴 我,以後 每周 回家 拿 生活費,讓 我 整個 人 不 知道 該 怎麼辦,我 不想 出門,我 不想 回家 面對 家人,我 不 知道 要 怎麼 面對 家人,對於 現在 我 自己 狀況,我 該不該 告訴"
1,"我 某 朋友 B 很 愛 關心 我 但 我 很 困擾,我 知道 B 關心 我 但 那種 半 指責 式 關心 真的 讓 人 很 反感 雖然 對方 可能 只是 想 讓 氣氛 清楚 點 有 人情味 一點,每天 睡 到 這麼晚 你 也 太 廢 吧,不要 再 吃宵夜 你 不是 說 要 減肥,你 這個 騙子 明明 很 晚睡 還跟 你 媽說 你 很早 睡 我 只是 不想 讓 她 擔心,其實 B 聖母 個性 不 只 對 我 她 幾乎 對 所以 需要 她 可能 需要 她 朋友 投注 許多 心力 甚至 她 自己 根本 負荷 不了 但 她 總覺 得 她 要 做點 什麼 總覺 得 能 幫助 人 關心 人 帶給 別人 溫暖 件 很 美好 事 甚至 從中 確認 自己 價值 我 想 我 真正 反感 這個 心態,覺得 自己 是不是 有點 不知好歹 但 我 真的 越來越 反感 關心 人 被 關心 這件 事 覺得 我 為 你好 這句 話 刺耳 到 不行 總覺 得 這些 話 背後 『 我 關心 你 一定 要 接受 』 想法 或是 透過 主動 關心 別人 證明 自己 被 需要 證明 自己 價值 有種 我 苦難 被 拿來 利用 感覺,老實 接受 自己 什麼 忙 幫不上 這點 很難 嗎,,Sent,,JPTT,,my,Asus,ASUS _ Z00AD"
1,"很累,起來 也 才過 不久,毀了,我 是不是 又 要將 自己 毀了,人 懂 我 問題,妳 她媽 又 不 懂,機車 城 俯 那麼 深 眼睛,真的 讓 我 看 很 想 吐,噁 爆,滾出 我 生活 滾出 我 世界 好 嗎,妳 他 奶奶,毀了,我 是不是 又 要將 自己 毀了,人 懂 我 問題,一直 重覆 這句 好,罵 髒話 自己 覺得 夠了 好,罵 太 多 也 沒用,馬,不想 進入 不好 循環,心 又 要 再 被 腐蝕 一次,爛掉,感覺,哈哈哈,那 你 他 馬 又 誰,沒道理,乾,...,無解,馬 ..,看 整個 很膩,非常"
1,"一直 以來 很 在意 別人 眼光,在 外面 時會 很 留意 自己 一舉一動,很 怕 自己 看起來 會 不會 很 奇怪,路人 會 不會 覺得 我 很 怪,也 不 喜歡 麻煩 人,應該 說 我 自以 為 會 勞煩 他人,像是 買 東西 如果 算錯 錢,我 也 會 摸摸 鼻子,別人 如果 讓 我 不 開心,也 吞下去,打個 電話 給 客服 問 問題,也 會 想 半天,傳 訊息 給不熟 人 請教 問題,也 躊躇,我 好羨慕 直接 人,不像 我 這樣 畏畏縮縮,跟 我 外表 一點 也 不 搭,真 希望 我能 成為 那樣 人,其實 我 挺 累,,Sent,,JPTT,,my,Samsung,SM G360G"
1,羨慕 可以 活在 當下 人 如數家珍 地 細數 生活 我 每天 醒來 只 感到痛苦 為什
1,"結果 還是 得 吃藥,諮商 師拿 一張 單子 讓 我 填 填完 交給 她 後 她 皺眉 思考 很 久,她 說 我 很 勇敢 而且 辛苦 強迫 自己 要 出門 人 互動,最後 還是 要 我 吃藥 雖然 不會 完全 痊癒 但 至少 能夠 抑制,好 討厭 跟 別人 互動,好 討厭 好 討厭 好 討厭 好 討厭 好 討厭,好 麻煩 好 麻煩 好 麻煩 好 麻煩 好 麻煩,一 接觸 這個 社會 感覺 自己 快要 分崩離析"
1,"有 一份 自己 或許 可以 嘗試 看看 工作,但 不敢 打電話 ......,覺得 自己 很 糟糕 筆記 資訊 臺詞 想 好,可是 跨不出 那 一步 ......,好像 持續 想著 自己 很 糟糕 能 逃避 繼續 思考 要 不要 嘗試 壓力,但 我 真的 覺得 自己 很 糟糕,要 怎麼 跳 出來,到底 要 不要 再 一次 試試看,覺得 恐懼,找 不到 勇氣,厭惡 這樣 自己"
1,"最近 會 蹲 在 房間 窗沿 上 抽菸,然後 看著 我 那盆 枯 不了 又 不 開花 九重葛 發呆,命運 一樣 啊,住 十樓 感覺 跳樓 也 沒 那麼 可怕 嘛 看到 爸爸媽媽 很會 找 樂子 很會 享受 自己 生活,我 想 我 這輩子 也 不 可能 傳宗接代,我 個 同志,總 不 可能 騙婚 然後 隨便 生個 孩子 交差了事,那 其實 我 這個 長子 獨生子 位子 也 形同虛設,走,不 走,也 只是 對 世界 影響 不大 選擇 參加 社運 太多,醫生 問我 有沒有 考慮 要讀 社會 系,你還 看不出來 我 這 頹廢 怪異 極致 人,注定 就是 要 走 藝術創作 那一 路數 嗎,搞不好 轉行 當 創作 型 歌手 還 比較 會 成功,但 我 就是 才華 吧 學過 東西 太多 只是 不 專精 而已 鋼琴 小提琴 烏克 莉莉 繪畫 縫紉 陶藝 金工 木工 染布 皮雕 也許 我 可以 專精 某 一項,然後 住 在 鄉下 過著 愜意 慵懶 生活,自食其力 也許 吧 vogue 陪"
1,"老鼠 渴望 溫暖,但 牠 老鼠,令人厭惡 至極 老鼠,只要 被 人 看到 會 被 追打 被 唾棄 老鼠,所以 牠 帶 微笑 變 愚笨,只 希望 能 跟 人 做 朋友,心中 還是 很 怕人 會 踩 牠,於是 不知不覺 在 自己 周圍 築 牆,然後 再 往 地下 挖個 洞,深深 把 自己 埋 進去,期望 有人 能 發現 牠,然後 試著 挖掘 牠,老鼠 期待 這天 到來,期待 那個 瞭解 自己 人 到來,漸漸 老鼠 什麼,老鼠 這才 開始 擔心,因為 牠 把 洞 挖 太深,出不去,還是 人 發現 牠 存在,牠 不想 這樣 孤獨 死去,然後 老鼠 拼命 向上 挖 啊,挖到 酒,挖到 菸,以前 老鼠 不 碰 東西,因為 對 生命 徹底 失望,因為 始終 無法 回到 地上,老鼠 慢慢 藉 它們 頹廢 起來,頹廢 老鼠 不想 挖洞,牠 累,牠 心裡 想,這樣 死 在 洞裡 也 無妨 吧,反正 生來 像 老鼠,死 也 死 像 老鼠 吧,,Sent,,JPTT,,my,Asus,ASUS _ Z017DA"
